Day fraction since midnight on 	photometer (mg/L)	 (volts)
0.6615117229	1.8950337172	2.9568026066
0.6615233018	1.9187464714	2.9458122253
0.6615348814	1.9062628746	2.9515945911
0.6615464410	1.9218090773	2.9443948269
0.6615580291	1.9390163422	2.9364399910
0.6615696140	1.8872131109	2.9604334831
0.6615811937	1.8959712982	2.9563674927
0.6615927646	1.9101852179	2.9497768879
0.6616043249	1.9007117748	2.9541683197
0.6616158990	1.9282735586	2.9414045811
start
0.6616274650	1.9028331041	2.9531846046
0.6616390448	1.9229468107	2.9438683987
0.6616506222	1.9105830193	2.9495925903
0.6616621929	1.8932105303	2.9576487541
0.6616737547	1.8873245716	2.9603817463
0.6616853420	1.9474815130	2.9325320721
0.6616969185	1.9259917736	2.9424598217
0.6617084774	1.9198513031	2.9453008175
0.6617200601	1.9463330507	2.9330620766
0.6617316350	1.9211877584	2.9446823597
0.6617431993	1.9542831182	2.9293947220
0.6617547815	1.9306843281	2.9402899742
0.6617663516	1.9037210941	2.9527728558
0.6617779295	1.9130818844	2.9484350681
0.6617895134	1.9123179913	2.9487888813
0.6618011084	1.8916163445	2.9583888054
0.6618126499	1.9372299910	2.9372651577
0.6618242399	1.9052233696	2.9520764351
0.6618357980	1.9097715616	2.9499685764
0.6618473990	1.9131714106	2.9483935833
0.6618589589	1.9090681076	2.9502944946
0.6618705308	1.9290423393	2.9410490990
0.6618821127	1.9262113571	2.9423582554
0.6618936615	1.9594702721	2.9270036221
0.6619052539	1.9085422754	2.9505381584
0.6619168166	1.9315075874	2.9399094582
0.6619283896	1.9559369087	2.9286322594
0.6619399844	2.0407304764	2.8897211552
0.6619515489	2.6344351768	2.6271026134
0.6619631054	3.7120630741	2.1916797161
0.6619746898	4.2585353851	1.9896310568
0.6619862532	4.2269158363	2.0009973049
0.6619978361	4.2451591492	1.9944347143
0.6620094075	4.1063313484	2.0447041988
0.6620209834	4.3393540382	1.9607564211
0.6620325667	4.5379996300	1.8908544779
0.6620441217	4.4981236458	1.9047657251
0.6620557181	4.6822462082	1.8410336971
0.6620672877	5.1115055084	1.6973159313
0.6620788523	5.3619689941	1.6165086031
0.6620904282	5.4082307816	1.6018226147
0.6621020070	5.4673418999	1.5831646919
0.6621135828	5.6811828613	1.5166611671
0.6621251689	5.7777657509	1.4871277809
0.6621367256	5.9757328033	1.4275542498
0.6621482886	6.3174772263	1.3276860714
0.6621598821	6.8211569786	1.1871018410
0.6621714767	7.0985813141	1.1128965616
0.6621830116	7.1346960068	1.1034004688
0.6621945823	7.5294628143	1.0019950867
0.6622061890	7.8966474533	0.9115055203
0.6622177337	7.8600716591	0.9203580618
0.6622293131	7.7046232224	0.9583772421
0.6622408816	7.7475857735	0.9478051662
0.6622524747	7.7171354294	0.9552932382
0.6622640321	7.9636769295	0.8953733444
0.6622756028	8.3414163589	0.8066288233
0.6622871883	8.6632614136	0.7338407636
0.6622987502	9.0045413971	0.6593913436
0.6623103300	9.4225997925	0.5718811750
0.6623219100	9.7058620453	0.5148091912
0.6623334735	10.0156917572	0.4543659389
0.6623450517	10.3437585831	0.3925473690
0.6623566278	10.3871622086	0.3845328391
0.6623681960	10.4441680908	0.3740637898
0.6623797779	10.5680828094	0.3515298963
0.6623913558	10.8919773102	0.2940443754
0.6624029203	11.1953058243	0.2420153916
0.6624144922	11.4319248199	0.2026043385
0.6624260654	11.8111572266	0.1415180266
0.6624376383	12.1674728394	0.0863749161
0.6624492346	12.2187261581	0.0786173269
0.6624607904	12.5735139847	0.0260878708
0.6624723616	12.9666128159	-0.0297943000
0.6624839386	13.2254171371	-0.0653020740
0.6624955144	13.2232360840	-0.0650069788
0.6625070813	13.6689777374	-0.1238806993
0.6625186577	13.9172391891	-0.1554540247
0.6625302419	14.6240081787	-0.2408075035
0.6625418038	15.6870098114	-0.3574349880
0.6625534010	16.4906558990	-0.4370743930
0.6625649518	16.7510375977	-0.4614194334
0.6625765360	16.7839813232	-0.4644508362
0.6625881063	16.8820209503	-0.4734078646
0.6625996919	17.1499271393	-0.4974025488
0.6626112639	17.5173320770	-0.5291919708
0.6626228266	17.7286930084	-0.5469120145
0.6626344124	17.9060096741	-0.5614669919
0.6626459828	18.2127399445	-0.5859909654
0.6626575644	18.5448036194	-0.6116340160
0.6626691346	18.4747676849	-0.6063023806
0.6626807010	18.4610691071	-0.6052548289
0.6626922712	18.6168651581	-0.6170774698
0.6627038485	18.9253864288	-0.6399067044
0.6627154260	19.2518806458	-0.6632456779
0.6627269946	19.6121482849	-0.6880547404
0.6627385753	20.0151901245	-0.7146809101
0.6627501396	20.2071380615	-0.7269570231
0.6627617197	20.2108879089	-0.7271943092
0.6627732902	20.6327590942	-0.7532802224
0.6627848713	21.0966377258	-0.7806147933
0.6627964456	21.3722324371	-0.7962132096
0.6628080345	21.7352905273	-0.8160607815
0.6628195826	21.9955062866	-0.8298115730
0.6628311558	22.3853874207	-0.8496992588
0.6628427272	22.7822437286	-0.8690947294
0.6628543090	22.7169685364	-0.8659618497
0.6628658968	22.7736644745	-0.8686842918
0.6628774606	22.9018573761	-0.8747782111
0.6628890680	23.0938034058	-0.8837454915
0.6629006050	23.0291423798	-0.8807455301
0.6629121911	23.0625743866	-0.8822992444
0.6629237608	23.2527008057	-0.8910284042
0.6629353505	23.5560550690	-0.9045875072
0.6629469094	23.7433605194	-0.9127387404
0.6629584762	23.9417228699	-0.9211920500
0.6629700663	24.1704158783	-0.9307141900
0.6629816273	24.1308994293	-0.9290856719
0.6629931878	23.7093791962	-0.9112722278
0.6630047784	23.5177631378	-0.9029005170
0.6630163440	23.5093574524	-0.9025292397
0.6630279258	23.8163223267	-0.9158692956
0.6630394908	24.2007503510	-0.9319594502
0.6630510785	24.7595195770	-0.9541787505
0.6630626545	25.0888500214	-0.9666556120
0.6630742196	25.2997989655	-0.9744158387
0.6630857867	25.6430416107	-0.9866681695
0.6630973736	25.8963317871	-0.9954206347
0.6631089442	25.9045867920	-0.9957018495
0.6631205244	25.8734703064	-0.9946405292
0.6631320820	25.6977882385	-0.9885804057
0.6631436690	25.9720535278	-0.9979907274
0.6631552416	26.2662506104	-1.0077775717
0.6631668129	26.4450550079	-1.0135744810
0.6631783734	26.7630977631	-1.0236109495
0.6631899590	27.0706634521	-1.0329920053
0.6632015268	27.0226345062	-1.0315476656
0.6632130941	26.8098793030	-1.0250581503
0.6632246903	26.7406444550	-1.0229136944
0.6632362586	26.8595333099	-1.0265861750
0.6632478341	26.9331626892	-1.0288368464
0.6632594086	26.8893623352	-1.0275001526
0.6632709687	27.1413345337	-1.0351035595
0.6632825553	27.4686965942	-1.0446755886
0.6632941345	27.5522232056	-1.0470638275
0.6633057000	27.4442958832	-1.0439738035
0.6633172701	27.5224857330	-1.0462160110
0.6633288440	27.5508327484	-1.0470242500
0.6633404163	27.6116600037	-1.0487500429
0.6633519864	27.5516242981	-1.0470467806
0.6633635652	27.3159923553	-1.0402529240
0.6633751475	27.3985290527	-1.0426524878
0.6633867221	27.6566390991	-1.0500189066
0.6633982931	27.8503074646	-1.0554119349
0.6634098724	28.0225200653	-1.0601129532
0.6634214404	28.0360145569	-1.0604776144
0.6634330027	28.0621871948	-1.0611833334
0.6634445842	28.2003364563	-1.0648753643
0.6634561505	27.9960575104	-1.0593962669
0.6634677360	27.7951087952	-1.0538864136
0.6634792985	27.6410713196	-1.0495804548
0.6634908910	27.6663742065	-1.0502927303
0.6635024619	27.8318481445	-1.0549027920
0.6635140188	28.1191654205	-1.0627127886
0.6635255993	28.2697601318	-1.0667098761
0.6635371856	28.3309650421	-1.0683157444
0.6635487511	28.5499515533	-1.0739746094
0.6635603196	28.5818271637	-1.0747871399
0.6635719093	28.7172393799	-1.0782076120
0.6635834693	28.8123722076	-1.0805807114
0.6635950461	28.8059577942	-1.0804214478
0.6636066268	28.6387538910	-1.0762312412
0.6636182170	28.7973155975	-1.0802067518
0.6636297586	29.0511779785	-1.0864305496
0.6636413512	29.2561416626	-1.0913316011
0.6636529264	29.4887237549	-1.0967622995
0.6636644905	29.4810543060	-1.0965853930
0.6636760773	29.4488410950	-1.0958408117
0.6636876317	29.4031925201	-1.0947811604
0.6636992070	29.4359798431	-1.0955427885
0.6637107913	29.4448013306	-1.0957472324
0.6637223656	29.4160861969	-1.0950809717
0.6637339260	29.5618457794	-1.0984414816
0.6637454976	29.7535114288	-1.1027799845
0.6637570709	29.8405799866	-1.1047211885
0.6637686450	29.8375301361	-1.1046534777
0.6637802389	29.7610015869	-1.1029477119
0.6637917991	29.6944179535	-1.1014519930
0.6638033872	29.7012252808	-1.1016054153
0.6638149489	29.7810382843	-1.1033957005
0.6638265318	29.8547477722	-1.1050353050
0.6638380921	29.9403533936	-1.1069231033
0.6638496649	30.1062030792	-1.1105308533
0.6638612457	30.2052154541	-1.1126538515
0.6638728222	30.2968959808	-1.1145993471
0.6638843874	30.2759971619	-1.1141575575
0.6638959647	30.3417701721	-1.1155445576
0.6639075548	30.3896656036	-1.1165482998
0.6639191049	30.4514770508	-1.1178359985
0.6639307019	30.4674930573	-1.1181682348
0.6639422862	30.4394798279	-1.1175867319
0.6639538453	30.3808650970	-1.1163642406
0.6639654116	30.4015693665	-1.1167969704
0.6639769884	30.3642826080	-1.1160169840
0.6639885528	30.4012165070	-1.1167895794
0.6640001304	30.4028720856	-1.1168241501
0.6640117147	30.3276710510	-1.1152480841
0.6640232823	30.3128261566	-1.1149353981
0.6640348688	30.2430915833	-1.1134599447
0.6640464275	30.2263584137	-1.1131042242
0.6640580042	30.2232723236	-1.1130385399
0.6640695801	30.2839488983	-1.1143257618
0.6640811631	30.3295745850	-1.1152881384
0.6640927202	30.3062229156	-1.1147961617
0.6641042995	30.2522506714	-1.1136543751
0.6641158642	30.1938190460	-1.1124106646
0.6641274558	30.2055797577	-1.1126616001
0.6641390187	30.2511157990	-1.1136302948
0.6641506017	30.1684856415	-1.1118689775
0.6641621734	30.0893573761	-1.1101673841
0.6641737539	30.0928306580	-1.1102423668
0.6641853273	30.1619014740	-1.1117279530
0.6641968896	30.2775974274	-1.1141914129
0.6642084648	30.3624572754	-1.1159787178
0.6642200422	30.3395080566	-1.1154969931
0.6642316185	30.3340930939	-1.1153831482
0.6642431892	30.3841648102	-1.1164332628
0.6642547634	30.3992004395	-1.1167474985
0.6642663343	30.3188724518	-1.1150628328
0.6642779118	30.2572021484	-1.1137593985
0.6642894838	30.2030086517	-1.1126067638
0.6643010632	30.2176113129	-1.1129180193
0.6643126242	30.1841163635	-1.1122033596
0.6643242134	30.1940708160	-1.1124160290
0.6643357872	30.1656646729	-1.1118085384
0.6643473539	30.2637367249	-1.1138979197
0.6643589418	30.3035373688	-1.1147395372
0.6643705012	30.2918281555	-1.1144922972
0.6643820862	30.2332687378	-1.1132512093
0.6643936507	30.2306118011	-1.1131947041
0.6644052291	30.2597541809	-1.1138135195
0.6644167953	30.2409973145	-1.1134154797
0.6644284035	30.2229290009	-1.1130312681
0.6644399389	30.2248783112	-1.1130727530
0.6644515136	30.3219184875	-1.1151269674
0.6644630961	30.2601413727	-1.1138217449
0.6644746695	30.2593097687	-1.1138041019
0.6644862500	30.2454319000	-1.1135096550
0.6644978125	30.1935520172	-1.1124049425
0.6645093978	30.1468315125	-1.1114047766
0.6645209678	30.0815334320	-1.1099983454
0.6645325398	30.0562934875	-1.1094520092
0.6645441110	29.9830188751	-1.1078574657
0.6645556897	29.9176025391	-1.1064231396
0.6645672600	29.8856735229	-1.1057193279
0.6645788442	29.8661193848	-1.1052870750
0.6645904017	29.8676548004	-1.1053210497
0.6646019937	29.8533439636	-1.1050041914
0.6646135598	29.8440570831	-1.1047983170
0.6646251214	29.8348445892	-1.1045938730
0.6646367046	29.7571411133	-1.1028612852
0.6646482819	29.6832675934	-1.1012004614
0.6646598580	29.6626567841	-1.1007347107
0.6646714536	29.6610450745	-1.1006982327
0.6646830004	29.6380310059	-1.1001768112
0.6646945710	29.6561260223	-1.1005868912
0.6647061486	29.6153659821	-1.0996620655
0.6647177172	29.5964393616	-1.0992312431
0.6647293040	29.6339416504	-1.1000840664
0.6647408788	29.6087265015	-1.0995110273
0.6647524511	29.4875869751	-1.0967360735
0.6647640297	29.4390544891	-1.0956140757
0.6647755799	29.3871212006	-1.0944068432
0.6647871736	29.3457832336	-1.0934410095
0.6647987325	29.2561759949	-1.0913324356
0.6648103124	29.1927890778	-1.0898283720
0.6648218928	29.1443309784	-1.0886715651
0.6648334527	29.0807628632	-1.0871447325
0.6648450506	29.1136722565	-1.0879365206
0.6648566101	29.0870609283	-1.0872964859
0.6648681736	29.0760498047	-1.0870311260
0.6648797655	29.0061874390	-1.0853400230
0.6648913423	28.9567642212	-1.0841358900
0.6649029010	28.8421173096	-1.0813176632
0.6649144793	28.8318538666	-1.0810636282
0.6649260563	28.8449954987	-1.0813888311
0.6649376380	28.8482170105	-1.0814684629
0.6649492070	28.8025970459	-1.0803380013
0.6649607924	28.7852573395	-1.0799068213
0.6649723498	28.7356414795	-1.0786685944
0.6649839267	28.7297229767	-1.0785204172
0.6649954934	28.7418937683	-1.0788249969
0.6650070893	28.6818962097	-1.0773197412
0.6650186400	28.5711994171	-1.0745165348
0.6650302164	28.5352382660	-1.0735986233
0.6650417825	28.5124511719	-1.0730150938
0.6650533741	28.5559291840	-1.0741271973
0.6650649449	28.5296001434	-1.0734543800
0.6650765257	28.4383430481	-1.0711073875
0.6650880862	28.4070301056	-1.0702966452
0.6650996741	28.2867717743	-1.0671572685
0.6651112538	28.2345428467	-1.0657809973
0.6651228285	28.1927795410	-1.0646748543
0.6651343914	28.1338424683	-1.0631052256
0.6651459647	27.9986457825	-1.0594664812
0.6651575389	27.8866863251	-1.0564123392
0.6651691159	27.8505764008	-1.0554193258
0.6651806882	27.7818603516	-1.0535188913
0.6651922572	27.7925472260	-1.0538153648
0.6652038212	27.7822036743	-1.0535284281
0.6652153942	27.7876682281	-1.0536800623
0.6652269808	27.7497539520	-1.0526260138
0.6652385579	27.6958255768	-1.0511193275
0.6652501435	27.5441989899	-1.0468353033
0.6652616924	27.4632034302	-1.0445177555
0.6652732673	27.4943065643	-1.0454101563
0.6652848570	27.4617385864	-1.0444756746
0.6652964403	27.4247741699	-1.0434110165
0.6653079858	27.2958564758	-1.0396642685
0.6653195585	27.1593360901	-1.0356388092
0.6653311479	27.0591526031	-1.0326465368
0.6653427160	27.0085334778	-1.0311222076
0.6653542916	26.8689117432	-1.0268738270
0.6653658876	26.7995853424	-1.0247403383
0.6653774463	26.7247371674	-1.0224187374
0.6653890191	26.6966419220	-1.0215424299
0.6654005923	26.7346477509	-1.0227272511
0.6654121504	26.7915363312	-1.0244915485
0.6654237315	26.8131256104	-1.0251582861
0.6654352999	26.8917751312	-1.0275739431
0.6654468772	26.8349094391	-1.0258294344
0.6654584605	26.8351764679	-1.0258376598
0.6654700304	26.7336940765	-1.0226975679
0.6654816155	26.5798244476	-1.0178698301
0.6654931843	26.4661426544	-1.0142507553
0.6655047644	26.3038864136	-1.0090070963
0.6655163182	26.2734336853	-1.0080126524
0.6655278893	26.2210445404	-1.0062940121
0.6655394833	26.1148700714	-1.0027807951
0.6655510540	25.9901580811	-0.9986020327
0.6655626329	25.9795742035	-0.9982448220
0.6655742029	25.9665775299	-0.9978055358
0.6655857611	26.0365486145	-1.0001630783
0.6655973476	26.0326957703	-1.0000337362
0.6656089267	26.0027618408	-0.9990269542
0.6656204924	25.9695911407	-0.9979074597
0.6656320610	25.8841876984	-0.9950064421
0.6656436476	25.9109687805	-0.9959190488
0.6656552156	25.9165744781	-0.9961097836
0.6656667984	25.8411197662	-0.9935332537
0.6656783677	25.6489238739	-0.9868741632
0.6656899416	25.4983539581	-0.9815590978
0.6657015160	25.3951168060	-0.9778642654
0.6657130728	25.3107738495	-0.9748147130
0.6657246674	25.2993564606	-0.9743997455
0.6657362260	25.2874317169	-0.9739657640
0.6657477964	25.2202682495	-0.9715110064
0.6657593842	25.2010517120	-0.9708053470
0.6657709540	25.1340694427	-0.9683341384
0.6657825370	25.1096019745	-0.9674269557
0.6657941124	25.0876789093	-0.9666120410
0.6658056776	24.9759330750	-0.9624279737
0.6658172567	24.8277492523	-0.9568005204
0.6658288208	24.7328929901	-0.9531503320
0.6658404055	24.7479820251	-0.9537335038
0.6658519710	24.8036346436	-0.9558761716
0.6658635545	24.6849136353	-0.9512896538
0.6658751125	24.4761543274	-0.9430796504
0.6658866974	24.3819618225	-0.9393138289
0.6658982737	24.4150447845	-0.9406408668
0.6659098439	24.4146957397	-0.9406269193
0.6659214256	24.3090820313	-0.9363734722
0.6659329948	24.0892333984	-0.9273610115
0.6659445928	24.0237102509	-0.9246330261
0.6659561344	23.9878253937	-0.9231307507
0.6659677180	23.8995876312	-0.9194116592
0.6659792785	23.9101696014	-0.9198595881
0.6659908557	23.9103336334	-0.9198665023
0.6660024298	23.8639450073	-0.9178992510
0.6660140066	23.8101863861	-0.9156069756
0.6660255872	23.7161750793	-0.9115659595
0.6660371603	23.4951057434	-0.9018990397
0.6660487296	23.3778171539	-0.8966749907
0.6660602959	23.3575057983	-0.8957635164
0.6660718811	23.2856101990	-0.8925210834
0.6660834540	23.2725505829	-0.8919293284
0.6660950257	23.2298355103	-0.8899881244
0.6661066263	23.2707748413	-0.8918488622
0.6661181649	23.1782398224	-0.8876311779
0.6661297359	23.1701622009	-0.8872610331
0.6661413124	23.0835628510	-0.8832718134
0.6661528993	22.9774971008	-0.8783342838
0.6661644773	22.9720268250	-0.8780781031
0.6661760333	22.9693012238	-0.8779503703
0.6661876233	23.0208168030	-0.8803578019
0.6661992024	23.0015468597	-0.8794588447
0.6662107650	22.9397983551	-0.8765656352
0.6662223278	22.8327865601	-0.8715053797
0.6662339086	22.7762279510	-0.8688069582
0.6662454884	22.6191463470	-0.8612249494
0.6662570607	22.4552574158	-0.8531750441
0.6662686445	22.4298248291	-0.8519129157
0.6662801999	22.3841533661	-0.8496376276
0.6662917830	22.2663707733	-0.8437174559
0.6663033564	22.2524642944	-0.8430134654
0.6663149291	22.2691879272	-0.8438599706
0.6663265123	22.1346950531	-0.8370085359
0.6663380860	21.9981460571	-0.8299490809
0.6663496419	21.9164161682	-0.8256732225
0.6663612499	21.8696269989	-0.8232082725
0.6663727994	21.8236732483	-0.8207749724
0.6663843725	21.8432807922	-0.8218147159
0.6663959504	21.7903728485	-0.8190041780
0.6664075198	21.6984920502	-0.8140845895
0.6664191045	21.6167850494	-0.8096683025
0.6664306800	21.5924282074	-0.8083442450
0.6664422431	21.5311565399	-0.8049977422
0.6664538110	21.4106407166	-0.7983502150
0.6664653912	21.3129348755	-0.7928963900
0.6664769567	21.3164138794	-0.7930915356
0.6664885355	21.3230800629	-0.7934654355
0.6665001253	21.2527027130	-0.7895053625
0.6665116850	21.2072887421	-0.7869338393
0.6665232659	21.2121067047	-0.7872072458
0.6665348369	21.2360687256	-0.7885649204
0.6665464074	21.2517490387	-0.7894514799
0.6665579755	21.1859397888	-0.7857205868
0.6665695654	20.9679946899	-0.7731720805
0.6665811274	20.8684787750	-0.7673426867
0.6665927196	20.7595329285	-0.7608879805
0.6666042752	20.6445636749	-0.7539930940
0.6666158457	20.5773391724	-0.7499213219
0.6666274361	20.5034542084	-0.7454116940
0.6666390031	20.5172061920	-0.7462537885
0.6666505736	20.5277729034	-0.7469000220
0.6666621403	20.4435596466	-0.7417292595
0.6666737326	20.2393665314	-0.7289931774
0.6666853071	20.0698547363	-0.7182031274
0.6666968766	20.0137386322	-0.7145871520
0.6667084385	19.9687385559	-0.7116713524
0.6667200311	19.9378681183	-0.7096628547
0.6667316132	19.9218120575	-0.7086156011
0.6667431587	19.8043136597	-0.7008954287
0.6667547332	19.7213287354	-0.6953832507
0.6667663349	19.6032676697	-0.6874547601
0.6667778804	19.4557132721	-0.6774014831
0.6667894717	19.4188632965	-0.6748655438
0.6668010324	19.4813938141	-0.6791628003
0.6668126200	19.4221096039	-0.6750893593
0.6668241813	19.2258090973	-0.6614122987
0.6668357658	19.1407203674	-0.6553924084
0.6668473292	19.0820083618	-0.6512061357
0.6668589102	19.0588073730	-0.6495443583
0.6668704831	19.0245742798	-0.6470848918
0.6668820553	19.0083179474	-0.6459136605
0.6668936239	18.9617424011	-0.6425467730
0.6669051934	18.9164352417	-0.6392551064
0.6669167702	18.8780975342	-0.6364570856
0.6669283581	18.8289451599	-0.6328526735
0.6669399303	18.9006557465	-0.6381048560
0.6669515018	18.7999839783	-0.6307198405
0.6669630806	18.7598209381	-0.6277509332
0.6669746473	18.7712039948	-0.6285937428
0.6669862246	18.7008686066	-0.6233695149
0.6669978006	18.7069702148	-0.6238242984
0.6670093806	18.6197071075	-0.6172913313
0.6670209496	18.3165435791	-0.5941067934
0.6670325282	18.2013301849	-0.5850933790
0.6670441001	18.1506576538	-0.5810931325
0.6670556824	18.1420745850	-0.5804133415
0.6670672465	18.0588417053	-0.5737886429
0.6670788227	17.9839859009	-0.5677791238
0.6670903926	17.9940376282	-0.5685889721
0.6671019670	17.9479255676	-0.5648666620
0.6671135402	17.9182453156	-0.5624608994
0.6671251089	17.9300117493	-0.5634156466
0.6671366714	17.9790744781	-0.5673831105
0.6671482497	17.8916015625	-0.5602946877
0.6671598309	17.7644958496	-0.5498735905
0.6671714079	17.6416454315	-0.5396634340
0.6671829721	17.5730209351	-0.5339003801
0.6671945560	17.4814815521	-0.5261456370
0.6672061407	17.2921257019	-0.5098571181
0.6672176901	17.2448348999	-0.5057365298
0.6672292894	17.2220420837	-0.5037428737
0.6672408491	17.3716793060	-0.5167412162
0.6672524232	17.2559528351	-0.5067070723
0.6672639971	17.1794967651	-0.5000084043
0.6672755718	17.1309185028	-0.4957230985
0.6672871342	17.1087818146	-0.4937627912
0.6672987136	17.0498924255	-0.4885247946
0.6673103033	16.9697246552	-0.4813400805
0.6673218940	16.9005069733	-0.4750861824
0.6673334512	16.9291992188	-0.4776842892
0.6673450215	16.9445075989	-0.4790671170
0.6673565852	16.8380374908	-0.4694013000
0.6673681739	16.7653331757	-0.4627361894
0.6673797398	16.8620243073	-0.4715887606
0.6673913298	16.7786979675	-0.4639654160
0.6674028916	16.7240810394	-0.4589309096
0.6674144612	16.7564716339	-0.4619201720
0.6674260410	16.7541656494	-0.4617078304
0.6674375977	16.5754947662	-0.4450825155
0.6674491700	16.5029544830	-0.4382398129
0.6674607455	16.4424571991	-0.4324918389
0.6674723248	16.3206672668	-0.4208045602
0.6674839114	16.2874794006	-0.4175928831
0.6674954740	16.2369747162	-0.4126830697
0.6675070606	16.1936454773	-0.4084494114
0.6675186347	16.1321201324	-0.4024030864
0.6675302095	16.0747413635	-0.3967279196
0.6675417711	16.0706024170	-0.3963172138
0.6675533582	16.0621128082	-0.3954740763
0.6675649220	15.9688844681	-0.3861642182
0.6675764926	15.9174194336	-0.3809843659
0.6675880717	15.9434766769	-0.3836106062
0.6675996319	15.7251787186	-0.3613769412
0.6676112277	15.6828222275	-0.3570014238
0.6676227913	15.7266616821	-0.3615298271
0.6676343548	15.7481212616	-0.3637386262
0.6676459305	15.7877416611	-0.3678030372
0.6676575138	15.7419261932	-0.3631014526
0.6676691042	15.5128164291	-0.3392352462
0.6676806767	15.3676519394	-0.3238026798
0.6676922360	15.2751712799	-0.3138432205
0.6677037992	15.2263803482	-0.3085482419
0.6677153831	15.1820945740	-0.3037178218
0.6677269544	15.3151063919	-0.3181562722
0.6677385472	15.3062362671	-0.3171999156
0.6677501068	15.3083171844	-0.3174243569
0.6677616851	15.2276601791	-0.3086874783
0.6677732477	15.1054048538	-0.2952976525
0.6677848569	14.9909086227	-0.2825950980
0.6677963957	14.9018898010	-0.2726091146
0.6678079758	14.8253135681	-0.2639412582
0.6678195533	14.7626972198	-0.2567996681
0.6678311145	14.7312669754	-0.2531965375
0.6678427073	14.7450246811	-0.2547752857
0.6678542620	14.8130292892	-0.2625440359
0.6678658371	14.8837776184	-0.2705655098
0.6678774212	14.8290243149	-0.2643629611
0.6678890029	14.7982397079	-0.2608593702
0.6679005836	14.6848230362	-0.2478496879
0.6679121688	14.5590410233	-0.2332327217
0.6679237077	14.4772920609	-0.2236249149
0.6679352969	14.4167776108	-0.2164575905
0.6679468635	14.3683662415	-0.2106896192
0.6679584430	14.3269805908	-0.2057345361
0.6679700141	14.3718767166	-0.2111088783
0.6679815770	14.3530836105	-0.2088623792
0.6679931481	14.3105640411	-0.2037628144
0.6680047360	14.2468566895	-0.1960778683
0.6680163061	14.1832771301	-0.1883548945
0.6680278925	13.9970941544	-0.1654299498
0.6680394465	13.8285665512	-0.1442745775
0.6680510157	13.7679214478	-0.1365664601
0.6680626025	13.7700729370	-0.1368407458
0.6680741871	13.8762779236	-0.1503032595
0.6680857545	13.9933137894	-0.1649596691
0.6680973176	14.0293731689	-0.1694379002
