Day fraction since midnight on 	photometer (mg/L)	 (volts)
0.6681088959	13.7823610306	-0.1384063065
0.6681204668	13.6915082932	-0.1267813146
0.6681320482	13.5756330490	-0.1117869243
0.6681436124	13.5525465012	-0.1087768078
0.6681551905	13.6232709885	-0.1179742441
0.6681667593	13.5954980850	-0.1143708825
0.6681783399	13.6539211273	-0.1219381839
0.6681899161	13.5652608871	-0.1104354113
0.6682014827	13.5550489426	-0.1091034710
0.6682130578	13.6253681183	-0.1182458028
0.6682246414	13.5541629791	-0.1089877859
0.6682362195	13.5204019547	-0.1045731157
0.6682477884	13.3364648819	-0.0802338570
0.6682593576	13.2616720200	-0.0701968446
0.6682709223	13.2004947662	-0.0619260482
0.6682825248	13.1040678024	-0.0487775169
0.6682940894	13.0597314835	-0.0426853970
0.6683056525	13.0310649872	-0.0387307853
0.6683172199	12.9875335693	-0.0327018723
0.6683288144	12.9278573990	-0.0243905168
0.6683403718	12.9256963730	-0.0240885727
0.6683519508	12.8612890244	-0.0150553361
0.6683635400	12.8123750687	-0.0081526767
0.6683751041	12.7695837021	-0.0020837118
0.6683866886	12.7711915970	-0.0023123829
0.6683982524	12.7558622360	-0.0001317640
0.6684098200	12.7402925491	0.0020867989
0.6684214028	12.6680126190	0.0124351867
0.6684329718	12.6012611389	0.0220645647
0.6684445658	12.5263395309	0.0329561755
0.6684561110	12.5372858047	0.0313592628
0.6684677001	12.6162853241	0.0198911354
0.6684792659	12.6296072006	0.0179668162
0.6684908288	12.6318216324	0.0176472235
0.6685024135	12.6119146347	0.0205229167
0.6685139961	12.5477657318	0.0298322923
0.6685255637	12.4515485764	0.0439177491
0.6685371399	12.3363971710	0.0609699413
0.6685487132	12.2817888260	0.0691315979
0.6685602751	12.2292470932	0.0770303681
0.6685718547	12.1051445007	0.0958671719
0.6685834394	12.0408792496	0.1057221219
0.6685950141	11.9565792084	0.1187541634
0.6686065787	11.8826608658	0.1302801520
0.6686181637	11.9091033936	0.1261462867
0.6686297186	11.8017778397	0.1429987550
0.6686413168	11.7270202637	0.1548540145
0.6686528802	11.6477012634	0.1675385982
0.6686644576	11.5589618683	0.1818599403
0.6686760141	11.5733852386	0.1795227528
0.6686876142	11.6004047394	0.1751543581
0.6686991716	11.6224279404	0.1716032475
0.6687107470	11.7211484909	0.1557891965
0.6687223251	11.7017230988	0.1588875353
0.6687338893	11.6804132462	0.1622940749
0.6687454744	11.6262578964	0.1709866375
0.6687570419	11.5280752182	0.1868771762
0.6687686244	11.4541025162	0.1989621222
0.6687801956	11.3191699982	0.2212580591
0.6687917944	11.3490085602	0.2162994444
0.6688033374	11.5064125061	0.1904062182
0.6688149061	11.6158285141	0.1726665795
0.6688264983	11.5529031754	0.1828428507
0.6688380504	11.4392433167	0.2014013529
0.6688496222	11.3448085785	0.2169963717
0.6688611958	11.3684759140	0.2130730003
0.6688727848	11.3510227203	0.2159653157
0.6688843517	11.2644958496	0.2303860337
0.6688959349	11.1281251907	0.2533911169
0.6689075075	11.0606908798	0.2648936212
0.6689190692	11.0446624756	0.2676401436
0.6689306594	10.9202041626	0.2891299427
0.6689422486	10.8559303284	0.3003423810
0.6689538081	10.7730312347	0.3149201572
0.6689653723	10.7451486588	0.3198529482
0.6689769735	10.7457714081	0.3197426498
0.6689885308	10.7280864716	0.3228788972
0.6690000871	10.6855754852	0.3304424584
0.6690116920	10.7150392532	0.3251965344
0.6690232306	10.5361547470	0.3573069572
0.6690348222	10.4475107193	0.3734518886
0.6690463829	10.3998928070	0.3821892142
0.6690579511	10.3535127640	0.3907428980
0.6690695414	10.4584369659	0.3714535236
0.6690811074	10.4742021561	0.3685742021
0.6690926928	10.4321308136	0.3762688935
0.6691042592	10.3188819885	0.3971581161
0.6691158305	10.2847919464	0.4034966528
0.6691273971	10.2103233337	0.4174250960
0.6691389992	10.1728811264	0.4244709313
0.6691505529	10.1351032257	0.4316090941
0.6691621402	10.1049089432	0.4373355806
0.6691736974	10.0401172638	0.4496870041
0.6691852779	9.9543933868	0.4661633670
0.6691968518	9.9239921570	0.4720434844
0.6692084145	10.1179046631	0.4348685443
0.6692200056	10.0301685333	0.4515913725
0.6692315777	10.0062713623	0.4561739564
0.6692431571	10.0333099365	0.4509898424
0.6692547314	10.1255970001	0.4334099591
0.6692662996	10.1124353409	0.4359062910
0.6692778591	10.0675067902	0.4444550872
0.6692894489	9.9391384125	0.4691114128
0.6693010057	9.8330183029	0.4897561967
0.6693125963	9.7137861252	0.5132377744
0.6693241649	9.6042022705	0.5350896120
0.6693357397	9.5443820953	0.5471286178
0.6693473309	9.5920143127	0.5375362635
0.6693588933	9.5611829758	0.5437395573
0.6693704645	9.6483135223	0.5262621641
0.6693820689	9.6378107071	0.5283602476
0.6693936099	9.6609373093	0.5237436891
0.6694051850	9.6534051895	0.5252460241
0.6694167601	9.6638975143	0.5231537819
0.6694283564	9.5988893509	0.5361556411
0.6694399112	9.6456012726	0.5268037915
0.6694514815	9.6284341812	0.5302351117
0.6694630804	9.5248355865	0.5510793328
0.6694746207	9.4649200439	0.5632421374
0.6694862015	9.4101228714	0.5744356513
0.6694977635	9.3498096466	0.5868331194
0.6695093543	9.3546199799	0.5858413577
0.6695209184	9.2456684113	0.6084320545
0.6695325237	9.2132730484	0.6152009964
0.6695440879	9.2194709778	0.6139041781
0.6695556445	9.2561588287	0.6062453985
0.6695672296	9.3342189789	0.5900511146
0.6695788069	9.3039884567	0.5963063240
0.6695903706	9.2746391296	0.6023990512
0.6696019402	9.1687364578	0.6245458722
0.6696135160	9.0633563995	0.6468379498
0.6696250946	9.0244274139	0.6551379561
0.6696366612	9.0155401230	0.6570377946
0.6696482395	8.9506340027	0.6709681749
0.6696598125	8.9109516144	0.6795334220
0.6696713987	8.9205913544	0.6774494052
0.6696829670	8.7934455872	0.7051147819
0.6696945363	8.7467021942	0.7153822780
0.6697061080	8.8298778534	0.6971483827
0.6697176836	8.7467412949	0.7153735757
0.6697292666	8.8158760071	0.7002063394
0.6697408257	8.9869556427	0.6631605625
0.6697524124	8.7860746384	0.7067303658
0.6697639933	8.7037820816	0.7248559594
0.6697755424	8.6940031052	0.7270205617
0.6697871320	8.5954542160	0.7489647269
0.6697987328	8.5801057816	0.7524036169
0.6698102831	8.6203880310	0.7433903217
0.6698218483	8.6167602539	0.7442004681
0.6698334394	8.6453227997	0.7378309369
0.6698449976	8.6296768188	0.7413175702
0.6698565545	8.5984363556	0.7482970953
0.6698681298	8.5725383759	0.7541011572
0.6698797434	8.6462783813	0.7376182079
0.6698912955	8.5687904358	0.7549425364
0.6699028563	8.6261234283	0.7421102524
0.6699144485	8.5828762054	0.7517824173
0.6699260282	8.4694194794	0.7773741484
0.6699375945	8.4147844315	0.7898109555
0.6699491661	8.4188375473	0.7888857722
0.6699607397	8.4466342926	0.7825517654
0.6699723102	8.3646659851	0.8012848496
0.6699838747	8.3270034790	0.8099482656
0.6699954741	8.2044296265	0.8383911848
0.6700070176	8.1595172882	0.8489082456
0.6700185984	8.1781167984	0.8445466757
0.6700301843	8.1958971024	0.8403852582
0.6700417452	8.1721668243	0.8459410071
0.6700533275	8.2542572021	0.8267830610
0.6700649085	8.2095527649	0.8371946812
0.6700764763	8.1409626007	0.8532682657
0.6700880485	8.0750350952	0.8688310385
0.6700996235	8.0386619568	0.8774653673
0.6701112005	8.0177402496	0.8824473023
0.6701227743	7.9859652519	0.8900351524
0.6701343387	7.9829716682	0.8907514215
0.6701459097	7.9557523727	0.8972744346
0.6701574863	8.0215091705	0.8815488815
0.6701690687	8.0158090591	0.8829075694
0.6701806446	7.9971070290	0.8873714805
0.6701922079	7.9927387238	0.8884154558
0.6702037882	7.9702296257	0.8938025832
0.6702153637	7.9238605499	0.9049418569
0.6702269327	7.9445214272	0.8999715447
0.6702385233	7.8348650932	0.9264793992
0.6702500726	7.7193737030	0.9547419548
0.6702616567	7.7438030243	0.9487341046
0.6702732479	7.7460007668	0.9481943250
0.6702848129	7.7357687950	0.9507082105
0.6702963726	7.7467861176	0.9480015635
0.6703079543	7.7915701866	0.9370328188
0.6703195220	7.8116188049	0.9321396947
0.6703310978	7.7773661613	0.9405059814
0.6703426811	7.7798852921	0.9398895502
0.6703542619	7.6876378059	0.9625706673
0.6703658223	7.6084051132	0.9822342992
0.6703774033	7.6844797134	0.9633511305
0.6703889694	7.6864681244	0.9628596306
0.6704005472	7.6599025726	0.9694345593
0.6704121200	7.6413669586	0.9740332961
0.6704236912	7.6398501396	0.9744101167
0.6704352740	7.5541653633	0.9957932830
0.6704468467	7.5682964325	0.9922530651
0.6704584099	7.5130600929	1.0061223507
0.6704699791	7.5289287567	1.0021294355
0.6704815679	7.5206489563	1.0042120218
0.6704931489	7.4836182594	1.0135490894
0.6705047350	7.4827589989	1.0137661695
0.6705162749	7.4784064293	1.0148662329
0.6705278621	7.4086623192	1.0325644016
0.6705394426	7.4161276817	1.0306636095
0.6705510064	7.3688793182	1.0427200794
0.6705625689	7.3805432320	1.0397379398
0.6705741693	7.4052357674	1.0334374905
0.6705857312	7.3204660416	1.0551382303
0.6705973096	7.2210378647	1.0808478594
0.6706088863	7.1979975700	1.0868452787
0.6706204790	7.2744154930	1.0670111179
0.6706320429	7.2290081978	1.0787765980
0.6706436058	7.2412576675	1.0755969286
0.6706551832	7.1907625198	1.0887316465
0.6706667605	7.0809335709	1.1175506115
0.6706783328	7.0436000824	1.1274255514
0.6706899098	7.0343575478	1.1298764944
0.6707014734	7.0496215820	1.1258300543
0.6707130308	7.0392074585	1.1285901070
0.6707246079	7.0034766197	1.1380832195
0.6707362007	6.9671263695	1.1477789879
0.6707477591	7.0039520264	1.1379567385
0.6707593480	6.9820423126	1.1437958479
0.6707709173	7.1185975075	1.1076288223
0.6707824927	6.8712320328	1.1735416651
0.6707940612	6.9049143791	1.1644620895
0.6708056445	6.8399791718	1.1819962263
0.6708172032	6.8891291618	1.1687130928
0.6708287697	6.8127074242	1.1893973351
0.6708403582	6.8808326721	1.1709502935
0.6708519510	6.9473633766	1.1530665159
0.6708635083	6.8832530975	1.1702973843
0.6708750813	6.8797988892	1.1712291241
0.6708866466	6.8500666618	1.1792641878
0.6708982469	6.7414422035	1.2088414431
0.6709097931	6.7436633110	1.2082332373
0.6709213781	6.7122516632	1.2168495655
0.6709329540	6.7724752426	1.2003557682
0.6709445280	6.7339272499	1.2109006643
0.6709560977	6.7673931122	1.2017434835
0.6709676625	6.6681332588	1.2290011644
0.6709792327	6.6900944710	1.2229450941
0.6709908306	6.6712288857	1.2281466722
0.6710024006	6.6717896461	1.2279919386
0.6710139604	6.6473870277	1.2347356081
0.6710255309	6.5660138130	1.2573530674
0.6710371437	6.5458498001	1.2629886866
0.6710486893	6.5421576500	1.2640218735
0.6710602696	6.4724078178	1.2836195230
0.6710718358	6.4727244377	1.2835301161
0.6710834168	6.4138250351	1.3001947403
0.6710949870	6.4644107819	1.2858759165
0.6711065512	6.4054293633	1.3025789261
0.6711181185	6.4178299904	1.2990583181
0.6711297157	6.3928766251	1.3061475754
0.6711412879	6.4143142700	1.3000558615
0.6711528696	6.4184732437	1.2988758087
0.6711644415	6.4255142212	1.2968790531
0.6711760100	6.4354643822	1.2940598726
0.6711875651	6.4128928185	1.3004593849
0.6711991569	6.4600415230	1.2871096134
0.6712107407	6.3992481232	1.3043355942
0.6712223091	6.3451037407	1.3197737932
0.6712338799	6.2887024879	1.3359525204
0.6712454524	6.2930603027	1.3346989155
0.6712570435	6.3192591667	1.3271749020
0.6712685840	6.2868623734	1.3364820480
0.6712801872	6.2884640694	1.3360210657
0.6712917378	6.2370562553	1.3508545160
0.6713033304	6.2698588371	1.3413800001
0.6713148949	6.2128190994	1.3578768969
0.6713264738	6.1275525093	1.3827291727
0.6713380287	6.1039242744	1.3896569014
0.6713496073	6.0643448830	1.4013013840
0.6713611793	6.1358876228	1.3802895546
0.6713727610	6.1327033043	1.3812214136
0.6713843506	6.1401352882	1.3790471554
0.6713959091	6.0591101646	1.4028452635
0.6714074872	6.0939440727	1.3925883770
0.6714190614	6.0651602745	1.4010610580
0.6714306333	6.0870909691	1.3946032524
0.6714422131	5.9950037003	1.4218233824
0.6714537746	5.9452123642	1.4366552830
0.6714653555	5.9662561417	1.4303768873
0.6714769347	5.9586076736	1.4326571226
0.6714885209	5.9347729683	1.4397751093
0.6715000629	5.9689207077	1.4295829535
0.6715116517	6.0099153519	1.4173971415
0.6715232304	5.9907317162	1.4230927229
0.6715347829	5.9609785080	1.4319500923
0.6715463645	5.9187312126	1.4445762634
0.6715579408	5.8795514107	1.4563375711
0.6715695185	5.8206462860	1.4741147757
0.6715810827	5.8005537987	1.4802047014
0.6715926671	5.7494816780	1.4957443476
0.6716042542	5.6839447021	1.5158122778
0.6716158225	5.7153396606	1.5061810017
0.6716274079	5.7711458206	1.4891420603
0.6716389583	5.7527136803	1.4947584867
0.6716505400	5.7815642357	1.4859725237
0.6716621174	5.7364215851	1.4997321367
0.6716736774	5.7112498283	1.5074338913
0.6716852571	5.7434368134	1.4975893497
0.6716968333	5.7704014778	1.4893686771
0.6717084102	5.7592587471	1.4927628040
0.6717200067	5.7153840065	1.5061675310
0.6717315603	5.6714539528	1.5196533203
0.6717431398	5.6523866653	1.5255267620
0.6717547053	5.6105914116	1.5384439230
0.6717662848	5.6148176193	1.5371350050
0.6717778487	5.6380734444	1.5299437046
0.6717894129	5.5741400719	1.5497575998
0.6718009855	5.5772943497	1.5487767458
0.6718125634	5.5939540863	1.5436021090
0.6718241405	5.6040778160	1.5404622555
0.6718357396	5.5671830177	1.5519219637
0.6718472826	5.5139694214	1.5685316324
0.6718588688	5.5592670441	1.5543867350
0.6718704432	5.5036268234	1.5717709064
0.6718820089	5.5647392273	1.5526826382
0.6718936045	5.5654110909	1.5524734259
0.6719051708	5.5822052956	1.5472503901
0.6719167256	5.5458216667	1.5585778952
0.6719283040	5.5490398407	1.5575741529
0.6719398909	5.5374736786	1.5611833334
0.6719514601	5.4831895828	1.5781828165
0.6719630413	5.4682564735	1.5828769207
0.6719746149	5.3994159698	1.6046152115
0.6719861711	5.4040822983	1.6031365395
0.6719977543	5.3958654404	1.6057407856
0.6720093308	5.4015145302	1.6039501429
0.6720209015	5.3456463814	1.6217080355
0.6720324788	5.3745331764	1.6125128269
0.6720440599	5.3264598846	1.6278314590
0.6720556390	5.3911876678	1.6072244644
0.6720671995	5.3345685005	1.6252419949
0.6720787852	5.3493733406	1.6205201149
0.6720903511	5.3524484634	1.6195402145
0.6721019210	5.3419928551	1.6228730679
0.6721135095	5.2503824234	1.6522381306
0.6721250758	5.3267221451	1.6277476549
0.6721366712	5.2695503235	1.6460697651
0.6721482130	5.2810616493	1.6423715353
0.6721597875	5.2210869789	1.6616904736
0.6721713653	5.1863970757	1.6729224920
0.6721829496	5.2118268013	1.6646845341
0.6721945195	5.1285767555	1.6917380095
0.6722060870	5.1602377892	1.6814203262
0.6722176685	5.1955089569	1.6699681282
0.6722292306	5.2288551331	1.6591811180
0.6722408095	5.1640930176	1.6801664829
0.6722523874	5.1893372536	1.6719688177
0.6722639496	5.1515760422	1.6842395067
0.6722755222	5.1446261406	1.6865035295
0.6722871120	5.1357274055	1.6894047260
0.6722986921	5.1273508072	1.6921381950
0.6723102536	5.1564140320	1.6826646328
0.6723218274	5.1080055237	1.6984608173
0.6723333894	5.1124010086	1.6970231533
0.6723449723	5.1530423164	1.6837620735
0.6723565473	5.0177974701	1.7281196117
0.6723681227	5.1102857590	1.6977149248
0.6723796963	5.0098314285	1.7307527065
0.6723912577	4.9899644852	1.7373296022
0.6724028516	5.0087299347	1.7311170101
0.6724144095	4.9966597557	1.7351115942
0.6724260124	4.9760479927	1.7419449091
0.6724375632	4.9515194893	1.7500969172
0.6724491432	4.9403252602	1.7538244724
0.6724607128	4.9218459129	1.7599879503
0.6724723011	4.9491424561	1.7508881092
0.6724838821	4.9546747208	1.7490470409
0.6724954410	4.9489884377	1.7509393692
0.6725070156	4.9378228188	1.7546583414
0.6725185961	4.9276890755	1.7580376863
0.6725301604	4.9384016991	1.7544654608
0.6725417418	4.9441480637	1.7525509596
0.6725533242	4.9613413811	1.7468299866
0.6725648833	4.8956961632	1.7687308788
0.6725764592	4.8965158463	1.7684563398
0.6725880271	4.9304051399	1.7571315765
0.6725996057	4.9023485184	1.7665044069
0.6726111760	4.8535275459	1.7828820944
0.6726227493	4.8588271141	1.7811000347
0.6726343089	4.8153352737	1.7957550287
0.6726459156	4.8061904907	1.7988451719
0.6726574784	4.8316812515	1.7902389765
0.6726690395	4.8743252754	1.7758945227
0.6726806078	4.8819503784	1.7733365297
0.6726921950	4.8717842102	1.7767473459
0.6727037795	4.8872728348	1.7715524435
0.6727153477	4.8311271667	1.7904257774
0.6727269051	4.7755322456	1.8092279434
0.6727384972	4.7714023590	1.8106291294
0.6727500813	4.7396306992	1.8214303255
0.6727616544	4.7439899445	1.8199460506
0.6727732286	4.7304420471	1.8245609999
0.6727847883	4.7381620407	1.8219305277
0.6727963761	4.7533235550	1.8167706728
0.6728079444	4.7724709511	1.8102664948
0.6728195000	4.7295665741	1.8248594999
0.6728310740	4.7273254395	1.8256237507
0.6728426723	4.7063827515	1.8327734470
0.6728542183	4.7342119217	1.8232761621
0.6728658081	4.6850981712	1.8400565386
0.6728774069	4.6853365898	1.8399748802
0.6728889404	4.6920971870	1.8376598358
0.6729005328	4.6904253960	1.8382321596
0.6729120836	4.6780276299	1.8424797058
0.6729236902	4.6604213715	1.8485217094
0.6729352518	4.5899996758	1.8728042841
0.6729468182	4.6162390709	1.8637347221
0.6729583934	4.6308135986	1.8587082624
0.6729699766	4.6459126472	1.8535093069
0.6729815397	4.6178331375	1.8631845713
0.6729931075	4.5551123619	1.8849030733
0.6730046811	4.5628247261	1.8822244406
0.6730162598	4.5715389252	1.8792005777
0.6730278464	4.5123386383	1.8997997046
0.6730393991	4.5433406830	1.8889957666
0.6730509960	4.5032911301	1.9029594660
0.6730625474	4.5216937065	1.8965356350
0.6730741389	4.4999747276	1.9041185379
0.6730857028	4.5463347435	1.8879543543
0.6730972689	4.4848489761	1.9094099998
0.6731088535	4.5319700241	1.8929541111
0.6731204400	4.4871244431	1.9086134434
0.6731320002	4.5009093285	1.9037919044
0.6731435814	4.5209074020	1.8968099356
0.6731551482	4.4803161621	1.9109975100
0.6731667257	4.5012154579	1.9036848545
0.6731783047	4.4897956848	1.9076784849
0.6731898662	4.4986615181	1.9045776129
0.6732014623	4.4585504532	1.9186309576
0.6732130276	4.4694724083	1.9147982597
0.6732246158	4.4839258194	1.9097332954
0.6732361883	4.4943714142	1.9060777426
0.6732477471	4.4865627289	1.9088101387
0.6732593248	4.4340925217	1.9272302389
0.6732708960	4.4829230309	1.9100844860
0.6732824753	4.4189071655	1.9325807095
0.6732940381	4.4639682770	1.9167292118
0.6733056204	4.4451203346	1.9233499765
0.6733171766	4.4523601532	1.9208052158
0.6733287560	4.4387974739	1.9255741835
0.6733403517	4.4272356033	1.9296451807
0.6733519208	4.3981103897	1.9399229288
0.6733634760	4.3892402649	1.9430594444
0.6733750477	4.3734698296	1.9486436844
0.6733866228	4.3868799210	1.9438947439
0.6733982144	4.3762178421	1.9476698637
0.6734097662	4.3516716957	1.9563778639
0.6734213731	4.3565907478	1.9546309710
0.6734329328	4.3311381340	1.9636802673
0.6734445034	4.3301043510	1.9640482664
0.6734560810	4.3081398010	1.9718784094
0.6734676410	4.2982378006	1.9754146338
0.6734792404	4.3013195992	1.9743136168
0.6734908064	4.2499437332	1.9927155972
0.6735023616	4.2767896652	1.9830869436
0.6735139678	4.2622308731	1.9883052111
0.6735255326	4.2415566444	1.9957294464
0.6735370986	4.2605180740	1.9889197350
0.6735486777	4.2852668762	1.9800523520
0.6735602548	4.2468042374	1.9938435555
0.6735718096	4.2440638542	1.9948282242
0.6735833855	4.1801209450	2.0178904533
0.6735949794	4.2333569527	1.9986788034
0.6736065392	4.2298564911	1.9999386072
0.6736181140	4.1677427292	2.0223734379
0.6736296897	4.1538271904	2.0274205208
0.6736412581	4.1756682396	2.0195024014
0.6736528324	4.1611595154	2.0247602463
0.6736643955	4.1559228897	2.0266599655
0.6736759863	4.2568955421	1.9902195930
0.6736875523	4.2165317535	2.0047385693
0.6736991298	4.2177991867	2.0042817593
0.6737107029	4.2571153641	1.9901406765
0.6737222922	4.2044725418	2.0090887547
0.6737338513	4.2185721397	2.0040030479
0.6737454269	4.2127242088	2.0061113834
0.6737570047	4.2047801018	2.0089776516
0.6737685733	4.1630272865	2.0240828991
0.6737801450	4.1537213326	2.0274589062
0.6737917295	4.1446356773	2.0307583809
0.6738033078	4.1545615196	2.0271539688
0.6738148746	4.1607289314	2.0249164104
0.6738264305	4.1839399338	2.0165085793
0.6738380171	4.1811380386	2.0175223351
0.6738495979	4.1669764519	2.0226511955
0.6738611649	4.1860947609	2.0157291889
0.6738727386	4.1911873817	2.0138876438
0.6738843336	4.1718325615	2.0208916664
0.6738958913	4.1448783875	2.0306701660
0.6739074823	4.0977029800	2.0478537083
0.6739190417	4.0965180397	2.0482864380
0.6739306399	4.0877227783	2.0515003204
0.6739421815	4.0830249786	2.0532181263
0.6739537646	4.1014995575	2.0464675426
0.6739653450	4.0771169662	2.0553798676
0.6739769107	4.0927772522	2.0496530533
0.6739884670	4.0882015228	2.0513253212
0.6740000534	4.1238799095	2.0383079052
0.6740116321	4.0960826874	2.0484454632
0.6740232197	4.0490775108	2.0656580925
0.6740347931	4.0807461739	2.0540518761
0.6740463393	4.0842781067	2.0527598858
0.6740579152	4.0787158012	2.0547947884
0.6740695055	4.0809621811	2.0539727211
0.6740810757	4.0861048698	2.0520918369
0.6740926545	4.0596880913	2.0617649555
0.6741042101	4.0176534653	2.0772142410
0.6741157963	4.0915575027	2.0500986576
0.6741273654	4.0310626030	2.0722782612
0.6741389397	3.3269634247	2.3414540291
0.6741505179	2.4732193947	2.6967451572
0.6741620962	2.4238965511	2.7182970047
0.6741736571	2.4347751141	2.7135336399
0.6741852338	2.3223187923	2.7630479336
0.6741968135	2.3047850132	2.7708227634
0.6742083894	2.7450773716	2.5800089836
0.6742199780	2.8389551640	2.5404930115
0.6742315237	2.7587032318	2.5742483139
0.6742431164	2.7978279591	2.5577549934
0.6742546713	4.0080671310	2.0807476044
0.6742662540	4.1221141815	2.0389509201
0.6742778237	4.0303206444	2.0725512505
0.6742894020	4.0678043365	2.0587899685
0.6743009813	3.9834332466	2.0898437500
0.6743125525	4.3187613487	1.9680896997
0.6743241267	4.0448999405	2.0671920776
0.6743356978	3.9838917255	2.0896742344
0.6743472657	4.1728291512	2.0205307007
0.6743588559	4.0796093941	2.0544676781
0.6743704319	4.2178168297	2.0042753220
0.6743819869	2.2888238430	2.7779130936
0.6743935728	2.6741259098	2.6101434231
0.6744051424	3.0076038837	2.4705097675
0.6744167211	2.0683813095	2.8771097660
0.6744282985	2.0683102608	2.8771421909
0.6744398998	2.0634882450	2.8793387413
0.6744514480	2.1350395679	2.8468630314
0.6744630231	3.1133944988	2.4272613525
0.6744745898	2.0729184151	2.8750441074
0.6744861754	2.0587487221	2.8814988136
0.6744977558	2.1625359058	2.8344500065
0.6745093177	2.1409792900	2.8441784382
0.6745208892	2.0441796780	2.8881459236
0.6745324665	2.0330910683	2.8932120800
0.6745440391	2.0337154865	2.8929266930
0.6745556023	2.0674223900	2.8775465488
0.6745671685	2.1364371777	2.8462312222
0.6745787465	2.0560925007	2.8827099800
0.6745903350	2.0686001778	2.8770101070
0.6746019028	2.0213561058	2.8985803127
0.6746134820	2.0685069561	2.8770525455
0.6746250446	2.2842376232	2.7799527645
0.6746366316	2.0339782238	2.8928065300
0.6746481945	2.0192437172	2.8995473385
0.6746597746	2.1047384739	2.8605852127
0.6746713516	2.0563569069	2.8825893402
0.6746829228	2.0390844345	2.8904731274
0.6746945020	2.1008725166	2.8623392582
0.6747060703	2.4031217098	2.7274093628
0.6747176388	2.5348389149	2.6699821949
0.6747292360	2.5512807369	2.6628713608
0.6747408019	2.5663189888	2.6563787460
0.6747523691	2.5337083340	2.6704716682
0.6747639377	2.5224618912	2.6753435135
0.6747755015	2.5299525261	2.6720979214
0.6747870756	2.4979007244	2.6860039234
0.6747986552	3.2528126240	2.3710205555
0.6748102298	3.1056685448	2.4304029942
0.6748217979	3.1522474289	2.4115023613
0.6748333801	3.1097538471	2.4287414551
0.6748449674	3.2488400936	2.3726112843
0.6748565201	3.2483751774	2.3727974892
0.6748680950	3.2596309185	2.3682918549
0.6748796733	3.2223782539	2.3832249641
0.6748912618	3.2278940678	2.3810100555
0.6749028293	3.2175989151	2.3851451874
0.6749143971	3.2167446613	2.3854885101
0.6749259663	3.1832761765	2.3989646435
0.6749375430	3.2310702801	2.3797352314
0.6749491308	3.2409994602	2.3757529259
0.6749606918	3.2663869858	2.3655900955
0.6749722725	3.3394834995	2.3364853859
